,FileID,paragraphCount,Readability,male,female,TypeTokenRatio,sentimentpos,sentimentneg,sentimentneu,Names,Setting,tensefuture,tensepast,tensepresent,Coordinatingconjunction,PersonalPronoun,PossessivePronoun,Genre
626,626,200,41.46069,39,18,28.376,0.131,0.13871,0.73014,104,379.85714,147.85714,755.57143,415.28571,376.57143,792.28571,367.42857,Literary
627,627,251.54545,43.61354,46,19,26.75042,0.12082,0.09191,0.78745,155,509.54545,133,811.27273,467.09091,391.72727,772.63636,252.09091,Detective and Mystery
628,628,218.6,48.12812,39,16,24.55385,0.1258,0.0819,0.7923,128,488.2,125.9,923.9,423.8,365.3,980.9,289.9,Detective and Mystery
629,629,186.33333,44.11301,32,12,27.38094,0.0835,0.08683,0.82983,112,451.16667,161.41667,848,379.16667,336.41667,821,271.66667,Literary
630,630,219,48.66429,14,7,24.56017,0.1555,0.0855,0.759,51,559.66667,172.16667,773.66667,506,348.33333,906.5,265.5,Literary
631,631,185.14286,46.44254,22,18,22.5916,0.137,0.09871,0.76414,83,407.57143,214.28571,810.28571,494.57143,406.14286,938.71429,279,Literary
632,632,205.85714,48.78947,21,21,20.39757,0.12843,0.15629,0.71514,69,454.71429,185.71429,897.71429,431.28571,406.42857,895.85714,342.42857,Literary
633,633,147.4,26.05232,25,12,25.86199,0.153,0.0614,0.7854,71,397,141.2,767,423,348.8,606.6,360.4,Literary
634,634,166,46.14389,46,20,26.80932,0.128,0.0736,0.7982,126,494.4,155.4,918,351.6,367.8,774.6,265.8,Literary
635,635,189.1,52.56971,28,6,19.88241,0.1087,0.0904,0.801,70,442.5,168.2,1139.9,455.2,449.5,849.1,194,Literary
636,636,174.2,35.2421,15,10,25.04733,0.1442,0.1044,0.7516,47,350,156.8,853.8,440.4,379.2,898.2,306.8,Literary
637,637,192.66667,51.1331,38,20,23.22432,0.09022,0.08211,0.82767,129,534.55556,169.88889,897.55556,435.77778,314.55556,870.55556,229.66667,Literary
638,638,254.64286,50.41202,130,40,25.66765,0.15164,0.08714,0.76129,416,850.5,170.14286,822.57143,416.92857,369,810.07143,243.5,Detective and Mystery
639,639,104,22.01059,19,13,23.58051,0.13,0.0925,0.77725,54,232.5,171.75,874.5,325.75,341,695.25,494.25,Literary
640,640,191.38462,40.35562,34,28,27.33484,0.12762,0.07785,0.79431,181,506.61538,186.76923,861.84615,437.30769,310.46154,830.15385,232,Literary
641,641,94.6,44.88858,14,6,21.76885,0.1028,0.081,0.8162,46,233.4,203.8,956.2,456.2,347,804.6,205.2,Sea and Adventure
642,642,145.53846,34.62475,46,33,29.31551,0.11292,0.11415,0.77285,202,466.46154,165.38462,835.15385,463.53846,296.07692,758.53846,228.07692,Literary
643,643,187.66667,50.95904,40,20,22.28224,0.11378,0.07689,0.80933,119,498,171,874.11111,440.77778,339.66667,861.77778,248.88889,Literary
644,644,215.44444,51.62696,41,21,22.13505,0.09833,0.08056,0.821,127,567.66667,188.11111,931.88889,418.77778,317.66667,894.55556,235.11111,Literary
645,645,203,51.32508,19,2,23.36758,0.13886,0.07643,0.78471,50,390.42857,196.14286,769.71429,504.42857,302.28571,1092.28571,287.28571,Literary
646,646,197.75,43.62094,61,24,30.7743,0.11067,0.09158,0.79783,217,536.75,127.75,749.33333,422,376.5,709.08333,275.16667,Literary
647,647,197.28571,43.31147,48,27,28.14251,0.12343,0.08757,0.789,178,533.5,151.64286,832.28571,418.71429,300.28571,816.28571,217.64286,Literary
648,648,169.57143,46.85769,31,16,23.65805,0.13471,0.07986,0.78514,96,437.85714,192.28571,872.28571,462.85714,365.14286,1041.85714,208.85714,Humorous and Wit and Satire
649,649,276.75,47.97122,22,5,22.35196,0.0925,0.06675,0.84088,92,701.875,105,1011.5,449.375,328.25,797.625,192.875,Detective and Mystery
650,650,153.4,38.21906,24,15,27.58811,0.121,0.0762,0.8028,128,418.8,152.2,723.6,447.6,401.2,767,261.8,Literary
651,651,185.35294,41.56289,26,15,24.64593,0.13329,0.10982,0.757,74,375,121.05882,874.52941,387.76471,328.47059,652.05882,310.41176,Literary
652,652,143.75,27.09373,9,8,23.72221,0.1855,0.103,0.7115,32,247.5,136.75,955.25,341,410.75,884,432.75,Literary
653,653,151.16667,32.81227,16,12,25.5906,0.1465,0.11783,0.73517,54,344.16667,168,877.33333,407.66667,354,800.5,322,Literary
654,654,196.53846,44.91241,52,32,26.16217,0.16492,0.11285,0.72223,220,480.69231,170.61538,733.38462,451.92308,315.23077,810.92308,281.92308,Literary
655,655,117.66667,39.80356,16,18,29.71578,0.13167,0.0935,0.77517,73,284.5,179.33333,752.5,504.16667,436.5,762.16667,280.16667,Literary
656,656,137.6,42.48811,13,17,27.21615,0.1366,0.0856,0.7782,69,309.6,207.2,822.6,456.8,409,928.6,299.4,Literary
657,657,182.22222,43.46695,25,8,22.06342,0.08767,0.08333,0.82867,75,390.77778,187.33333,865.11111,552,206.55556,1089.11111,242.11111,Literary
658,658,272.69231,54.96469,50,21,22.06008,0.10585,0.06738,0.82692,158,517.69231,164.76923,948.53846,490.53846,191,1144.61538,243.61538,Detective and Mystery
659,659,177.28571,43.74391,22,21,24.25965,0.13371,0.08786,0.77871,91,417.28571,172.42857,807.28571,502.71429,421.57143,865.14286,280.57143,Literary
660,660,111.33333,25.48969,37,34,30.77903,0.15967,0.10833,0.732,142,317.16667,101.83333,727.33333,375,460.16667,616.66667,351.5,Literary
661,661,122.66667,25.14086,22,23,30.43438,0.13533,0.09567,0.76883,107,284.5,113.66667,716.5,396.33333,453.66667,577.5,342.16667,Literary
662,662,153.6,30.30696,20,13,28.40303,0.1204,0.1094,0.77,79,260.4,118.8,881.8,282,408.8,635.8,306.2,Literary
663,663,218.2,45.62127,26,7,20.5169,0.0825,0.0762,0.8412,74,421,193,911.3,600.1,209.7,1174.5,208.5,Literary
664,664,199.81818,46.24141,51,29,24.434,0.092,0.07573,0.83255,178,503,162.54545,813.27273,553.90909,209.09091,1024.45455,228.45455,Literary
665,665,249.6,51.18917,21,4,22.10448,0.0858,0.0644,0.8498,61,76.2,220.2,831.2,517.4,200.6,1032.6,203.2,Literary
666,666,87.66667,35.5662,3,3,27.3086,0.18367,0.09133,0.725,10,94.66667,110,841.33333,373.33333,343,831.33333,284.66667,Ghost and Horror
667,667,220.25,52.06079,4,2,18.18865,0.0625,0.0645,0.87275,17,379,154.5,1000,426.25,351.5,777.5,174.75,Detective and Mystery
668,668,178.66667,38.29845,15,3,22.63026,0.10433,0.098,0.79767,60,510.33333,196.33333,805,510.5,298.66667,1011,257.66667,Detective and Mystery
669,669,261.1,44.06302,34,11,30.93099,0.1222,0.0922,0.7855,113,454.3,151.3,866.9,345.5,281,712,241.6,Detective and Mystery
670,670,121,43.02081,16,12,24.45089,0.133,0.09183,0.775,64,420,140.5,907.5,393.83333,326.16667,873.5,245.16667,Literary
671,671,107.77778,50.35214,20,19,24.33512,0.12289,0.08556,0.79144,79,308.88889,162.77778,888.88889,405,371.77778,798.55556,230.55556,Literary
672,672,193.71429,51.58695,58,36,25.47746,0.106,0.069,0.825,224,518.28571,150.57143,931.85714,431.71429,312.57143,927.57143,257,Literary
673,673,303.57143,50.98604,18,8,26.91811,0.13957,0.10386,0.75629,74,414.28571,141.71429,885.71429,447.71429,164.14286,896.28571,302.71429,Literary
674,674,238.75,47.14365,51,24,29.76802,0.12025,0.08075,0.799,192,535.75,109,790,454,350,682.25,195.75,Literary
675,675,263.75,50.59831,14,7,22.81638,0.171,0.083,0.746,39,602.5,151.5,670,523,371.75,815.75,265.75,Literary
676,676,300.85714,51.00958,24,17,22.41453,0.13771,0.14114,0.72143,114,709.42857,147.57143,787.85714,482,367,941.14286,314.14286,Literary
677,677,280.375,52.48543,28,8,21.78496,0.114,0.10812,0.778,96,757.25,155.875,703.25,585.5,355.375,863.75,270,Literary
678,678,152.14286,44.35568,56,44,22.66211,0.10767,0.07924,0.81295,195,448.90476,153,958.38095,402.09524,507.33333,914.28571,269.7619,Literary
679,679,169.14286,47.75377,23,4,25.43743,0.13714,0.077,0.78586,72,336.85714,168,846.28571,521.14286,362.71429,981.85714,208,Detective and Mystery
680,680,51.80556,3.83142,83,29,31.46978,0.13931,0.09664,0.76414,329,385.88889,111.33333,937.80556,264.55556,344.27778,550.97222,414.5,Literary
681,681,182.66667,44.46938,14,13,26.89155,0.168,0.07533,0.75667,46,375,142.33333,916.66667,443,363.33333,951.33333,324.66667,Literary
682,682,210,34.764,40,15,27.00479,0.1242,0.1071,0.769,156,638.4,117.7,863.7,477.4,296.4,804.7,288,Literary
683,683,207.5,33.87575,54,30,30.66757,0.1295,0.08962,0.78087,264,567.875,89.375,993.625,404.375,326.625,802.625,282.375,Literary
684,684,189.7,38.64413,58,16,25.3978,0.1126,0.102,0.7855,171,506.2,123.8,948.1,412.6,320.1,897.5,286.3,Detective and Mystery
685,685,201,57.10792,34,9,21.96725,0.11,0.09463,0.79537,80,514.375,116.125,811.625,475.375,365.25,896.75,224,Literary
686,686,63.25,47.23134,20,12,21.97732,0.1155,0.08975,0.7945,67,269.25,124,1033.5,288.75,437.5,737.75,253.25,Literary
687,687,95,7.10992,79,28,37.42626,0.1476,0.0802,0.7724,265,393.6,79.2,808.2,288,471,301.4,227.6,Literary
688,688,84.27778,30.90523,69,30,28.38638,0.11194,0.09706,0.79094,343,548,115.38889,774.22222,365.33333,382.44444,529.94444,257.44444,Literary
689,689,111.66667,38.98355,21,8,29.20837,0.09633,0.06467,0.839,79,281,120,742.33333,482,362,729.66667,297,Literary
690,690,128.33333,41.88554,13,4,24.57648,0.09067,0.1,0.80917,48,51,152.5,844.16667,377.16667,378.5,704.5,270,Sea and Adventure
691,691,175.28571,41.96719,26,10,25.96208,0.09614,0.06943,0.83443,83,89,156,733.14286,481.57143,329.28571,723.14286,248,Sea and Adventure
692,692,169,42.24123,18,4,26.23991,0.102,0.096,0.802,59,61,147.16667,773.5,447.16667,345.33333,760.16667,266,Sea and Adventure
693,693,167.71429,44.99295,14,9,23.42406,0.13686,0.11643,0.747,42,288.85714,138.85714,970,412.28571,412.71429,851.42857,323.42857,Literary
694,694,229.16667,48.81391,10,4,22.26128,0.1565,0.12467,0.71883,33,383.83333,170.5,947.16667,435.33333,397.83333,975.33333,322.33333,Literary
695,695,240.42857,47.15272,11,5,21.1684,0.13257,0.12343,0.74414,46,447.71429,162.28571,883.42857,508.57143,379.42857,977.57143,284.14286,Literary
696,696,79.25,29.09036,51,21,29.1789,0.13569,0.08113,0.78337,244,456.1875,121.8125,723,393.375,387.3125,575.25,272.8125,Literary
697,697,138.42857,37.81241,58,32,29.40635,0.17614,0.07043,0.75343,220,517.42857,147.85714,749.14286,422.57143,359,646.85714,243.28571,Literary
698,698,161.33333,40.79617,36,22,28.71829,0.16217,0.1,0.73817,151,478.66667,155.83333,777.33333,428.83333,349,702.66667,290,Literary
699,699,168.85714,44.13144,45,24,28.31692,0.12329,0.08643,0.79014,162,515.71429,147,790.42857,431.14286,324.42857,674,249.71429,Literary
700,700,125.125,34.98871,69,48,32.88255,0.15125,0.0965,0.752,292,513.5,117,804.25,372.875,425.25,550,269.25,Literary
701,701,147.57143,38.26375,72,41,31.48031,0.11871,0.09043,0.791,294,560.57143,155.85714,775.14286,386.85714,401.57143,675,328.71429,Literary
702,702,159,38.09662,54,31,31.71777,0.13214,0.09914,0.76886,234,537.14286,155.14286,752.71429,398.71429,399.14286,651.14286,312.42857,Literary
703,703,150.625,38.47329,34,15,28.28038,0.111,0.09225,0.797,128,352.25,95,911.625,373,326.875,631.25,234.25,Detective and Mystery
704,704,177.14286,45.19244,13,8,25.05507,0.11429,0.06829,0.81757,54,330.42857,149,855.42857,530.14286,362.57143,971.57143,192.14286,Literary
705,705,93,30.07318,12,2,21.61838,0.0905,0.1085,0.801,46,238,137,573,504.5,366,587,188.5,Literary
706,706,200.375,45.99075,25,11,22.42491,0.09575,0.10912,0.79525,90,473.875,141,911.5,492.875,311,994.125,253.625,Detective and Mystery
707,707,170.90909,43.12961,54,39,28.518,0.14818,0.10191,0.75,207,576.63636,148.81818,691.72727,511.81818,321.36364,753.72727,302.63636,Literary
708,708,174.14286,36.53495,14,19,23.9954,0.156,0.09243,0.75157,57,419.85714,181,787.14286,486.85714,351.71429,828.14286,281.28571,Literary
709,709,230.5,38.54669,46,15,31.77229,0.16075,0.079,0.7605,143,561,104.25,788.25,423.25,362.5,567.75,218.5,Literary
710,710,185.8,46.13474,65,55,25.16265,0.12045,0.1061,0.77345,243,614.95,133.3,806.75,474.45,431.6,762.95,237.15,Literary
711,711,150.5,39.07959,11,6,25.49608,0.1265,0.0865,0.78733,49,329.5,130.33333,972.33333,301,363.66667,679.33333,308.33333,Literary
712,712,229.71429,45.91191,19,3,23.08411,0.10443,0.107,0.78857,46,408,92,1032.14286,403,363.57143,767.57143,180.71429,Detective and Mystery
713,713,126.88889,42.72526,56,21,26.93936,0.09667,0.09078,0.81256,221,583.44444,143,756.44444,457.77778,363,805.77778,205.66667,Literary
714,714,170,50.17756,63,42,25.81907,0.11372,0.08572,0.80044,238,562.66667,120.27778,997.22222,400.55556,395,983.88889,270.55556,Literary
715,715,280.5,43.92217,36,12,23.83494,0.0995,0.096,0.8045,187,687.25,137.66667,918.33333,376,362.08333,781.58333,241.41667,Literary
716,716,179.5,40.4098,53,21,33.46219,0.12367,0.08542,0.79092,164,477.5,155.75,862.33333,404.5,328.08333,722.08333,230.75,Literary
717,717,186.2,35.30982,20,15,28.33864,0.1316,0.087,0.7812,98,423.2,157.8,836.2,432.2,368.2,809.8,353.4,Literary
718,718,266.7,48.05078,38,39,20.75475,0.19125,0.08495,0.7239,154,638,211.4,867.9,424.1,280.15,1051.3,283.3,Literary
719,719,200,45.98133,67,18,29.60813,0.09086,0.07129,0.838,176,532.57143,111.85714,753.42857,445,425.42857,633,179.57143,Literary
720,720,188.83333,43.84033,73,22,22.07852,0.05933,0.09567,0.845,216,367.5,136.66667,902.83333,407.16667,319.5,650.16667,129,Detective and Mystery
721,721,100,15.48622,71,30,33.31547,0.141,0.0592,0.7996,257,395.6,101.2,741.6,358.4,444.4,391.8,278.4,Literary
722,722,259.16667,37.21532,20,9,26.52027,0.12217,0.08308,0.795,91,567.83333,123.66667,824,468.66667,273.5,675.33333,283.83333,Western Stories
723,723,250.45455,35.69824,23,14,24.93901,0.11718,0.11782,0.76518,103,534.54545,126.81818,837.54545,464.18182,293.18182,677,276.09091,Western Stories
724,724,181,48.11439,41,21,27.30946,0.13417,0.1265,0.73967,94,416.66667,140.66667,769.33333,428.33333,343.83333,733,358.16667,Literary
725,725,190.5,48.4325,32,12,27.70601,0.1495,0.08933,0.76133,83,393,141,759.66667,412.66667,334.33333,693.5,346.16667,Literary
726,726,161.83333,43.0905,37,17,26.75445,0.18517,0.10383,0.71083,91,355.66667,166,781.33333,381,340.5,751.66667,384.33333,Literary
727,727,196.625,48.35414,32,23,21.03033,0.16288,0.09362,0.74338,98,501.75,207.375,920.875,399.25,313.5,977.25,282.375,Literary
728,728,192.11111,48.13273,42,11,25.45651,0.09678,0.09022,0.81278,99,363.44444,162.77778,968,432.88889,395,906.33333,229.22222,Western Stories
729,729,119.61538,35.68505,43,27,24.89214,0.14885,0.083,0.76808,172,369.23077,125.38462,939.07692,344.53846,314.07692,648.76923,263.53846,Literary
730,730,98.57143,23.4668,11,0,29.78857,0.168,0.05929,0.77257,76,315.71429,144,753,476,363.42857,639.28571,284.42857,Literary
731,731,108,22.30444,24,3,29.18036,0.13157,0.09957,0.76871,86,362.14286,155.28571,764,510.85714,354.42857,629.42857,274.57143,Literary
732,732,114.14286,27.35016,24,2,27.55172,0.14543,0.08871,0.76614,83,374.57143,147,828,470.57143,369.85714,669.42857,303.28571,Literary
733,733,172.4,46.31852,28,13,26.37753,0.146,0.0972,0.757,69,355.4,149.6,788.6,436.8,391.6,782.8,260.8,Literary
734,734,155.16667,49.35327,19,6,23.98098,0.11233,0.09333,0.79433,57,319.33333,156,815.16667,400.66667,375,763,249.66667,Literary
735,735,164.33333,51.14134,19,7,23.87216,0.12433,0.0785,0.79717,53,287.16667,185.83333,835.83333,424,405.83333,853.83333,223.33333,Literary
736,736,217.44444,52.57635,26,7,21.91223,0.12644,0.07989,0.79356,77,357.33333,154.11111,1032.33333,403.44444,343.55556,936.66667,291.22222,Literary
737,737,125.85714,47.34985,21,16,26.53488,0.12086,0.12471,0.75429,71,258.71429,111.71429,1061.57143,353.57143,250.57143,1053,414.57143,Literary
738,738,245.14286,54.65272,12,11,23.93518,0.11543,0.10714,0.77743,38,311.42857,119.71429,1037.28571,330.42857,280.14286,918.57143,379.71429,Literary
739,739,244.58333,54.70048,28,14,24.29352,0.13758,0.08767,0.77458,80,558.5,183.41667,889,499.25,413.16667,1129.25,305,Literary
740,740,267.33333,60.49606,25,19,22.91816,0.14467,0.08567,0.76933,124,168,140.66667,318.33333,689,246.33333,761.66667,160.33333,Literary
741,741,152.5,43.6425,35,7,29.80026,0.08667,0.11983,0.79333,105,105.33333,123,895.66667,333.83333,433.16667,700.33333,244.5,Literary
742,742,335.625,51.13113,28,12,19.98074,0.13075,0.11575,0.75363,85,818.625,177,726.875,592.375,352.125,1007,170.375,Detective and Mystery
743,743,228.5,49.26502,14,6,22.27285,0.094,0.082,0.824,39,365,182,968.5,352.25,337.25,881.75,215.75,Literary
744,744,181,46.53043,23,8,25.84864,0.09,0.1085,0.80175,60,325.75,150.25,824.25,365.75,404.75,641.25,174.5,Literary
745,745,232.75,48.60479,17,5,23.89227,0.10925,0.109,0.782,43,384.25,186.25,831.25,390,383,877,234.5,Literary
746,746,204,49.21802,61,18,26.23902,0.12789,0.09244,0.77956,191,518,200.66667,821.22222,444.55556,323.55556,889,228.88889,Literary
747,747,178.33333,40.54958,48,18,29.06528,0.133,0.07556,0.79122,146,539.77778,124.22222,874.22222,461.44444,344.33333,886.66667,248.33333,Literary
748,748,162.75,43.48365,45,12,23.83,0.11862,0.066,0.81525,139,517.75,187.875,929.875,433.5,259.125,947.25,242.75,Detective and Mystery
749,749,182.33333,46.93487,15,10,25.32035,0.10583,0.10517,0.789,58,309.33333,136,794.5,451.83333,329.66667,773.16667,267.66667,Detective and Mystery
750,750,129,46.25181,12,8,22.62199,0.1165,0.11033,0.773,39,321.66667,181.83333,862.5,445.16667,348.66667,978.5,319.83333,Detective and Mystery
751,751,130.6,48.38007,8,7,21.03302,0.1216,0.0736,0.8044,30,293.6,199,814.6,495.6,332,983.6,291.4,Detective and Mystery
752,752,210.07692,48.16782,54,32,24.87969,0.13438,0.07854,0.78715,170,468,186.38462,785,457.15385,349.30769,892.61538,256.92308,Literary
753,753,271.92308,47.91098,75,66,25.16869,0.15038,0.12208,0.72754,271,753.92308,147.92308,668.84615,537.53846,291.38462,907.15385,349.76923,Literary
754,754,110.5,22.2124,27,9,31.72462,0.163,0.155,0.682,64,207.5,130.5,653.5,463.5,358,570.5,367,Literary
755,755,196.46667,40.56559,42,40,23.78314,0.15693,0.09567,0.74733,171,594.53333,184.53333,857.8,394.26667,422.33333,801.73333,264.2,Literary
756,756,152.83333,46.74213,38,14,24.18932,0.13717,0.07061,0.79211,107,115.77778,148.27778,770.33333,491.16667,409.66667,822.83333,276.44444,Christmas Stories
757,757,152.2,50.20171,28,21,28.80014,0.1322,0.0776,0.7904,88,95.2,193.8,938.4,411.6,366.6,861,290,Literary
758,758,195.88889,40.93512,57,37,26.4231,0.1265,0.10922,0.76444,242,633.44444,143.38889,709.27778,491.77778,351.72222,723.16667,277.44444,Literary
759,759,147.875,39.77684,46,29,24.75713,0.15962,0.07187,0.7685,172,456.125,197.75,764.75,445.5,374.625,871.125,239.625,Literary
760,760,109.125,39.62285,31,27,24.17962,0.16487,0.098,0.7375,139,335.25,196.875,773.75,413.5,396.875,932.875,303.25,Literary
761,761,228.25,29.53508,22,11,26.90663,0.12767,0.09725,0.77517,109,565.08333,125.5,794.33333,476.41667,258.08333,670.58333,289.5,Sea and Adventure
762,762,71.83333,17.08381,49,29,30.91721,0.19417,0.07267,0.7335,212,223,149.66667,706.16667,456.83333,343.16667,618.33333,371.5,Literary
763,763,256.25,35.3015,16,11,25.16833,0.13,0.08442,0.78558,84,578.25,126.91667,790.83333,498.91667,278.66667,709.33333,289.08333,Western Stories
764,764,101.85714,30.16578,26,17,28.72842,0.118,0.07257,0.80943,86,283.28571,101.85714,878.42857,379.42857,334.28571,582.71429,285.42857,Literary
765,765,85,19.07587,72,18,37.08052,0.106,0.07425,0.81975,226,309.5,85.25,807.75,291.25,467.75,328.5,228.75,Literary
766,766,314.66667,46.60401,30,12,30.13658,0.13,0.08367,0.7865,109,791,140.33333,749.5,512.16667,282,847.33333,199,Literary
767,767,261.33333,31.77896,19,13,28.55183,0.12533,0.11367,0.76111,89,487.44444,127,747.66667,481.33333,266,686.22222,291.55556,Sea and Adventure
768,768,255.71429,31.05272,44,14,25.91041,0.14264,0.0815,0.77593,157,640.71429,113.57143,808.71429,503.35714,285,760.28571,242.71429,Literary
769,769,224.25,29.80161,30,20,27.48365,0.1445,0.08133,0.77408,172,534.66667,107.91667,841.33333,463.25,323.5,630.25,253.75,Sea and Adventure
770,770,120.2,45.29267,24,5,26.36849,0.0966,0.0606,0.8432,82,267.2,94.8,1074.6,289.8,323,610.6,231.6,Ghost and Horror
771,771,176.61111,36.61137,77,23,29.75172,0.12961,0.094,0.77628,203,481.72222,109,891.88889,364,335,630.5,278.44444,Literary
772,772,142.75,54.22867,34,21,26.435,0.117,0.04725,0.83575,113,364,100,887.75,386.75,385,628.75,220,Christmas Stories
773,773,319.625,46.3769,16,17,23.62481,0.1405,0.12862,0.73087,68,570,153.5,916.375,383.625,341.125,882.5,370.625,Literary
774,774,257.55556,43.7038,38,23,23.4525,0.14689,0.14867,0.70444,106,421.44444,138,930.44444,366.44444,347,894.55556,360,Literary
775,775,285.53333,50.38295,37,17,22.14621,0.14767,0.09213,0.76027,134,663.06667,170.13333,842.6,491,397.66667,1014.8,267.2,Literary
776,776,289,49.66976,20,11,23.15598,0.12211,0.08411,0.79378,108,681,170.22222,770.44444,514.77778,362.22222,951.55556,180,Detective and Mystery
777,777,277.75,50.56283,24,10,22.48971,0.12938,0.086,0.78475,73,611.875,152.125,846,463.625,411,959.125,192,Detective and Mystery
778,778,139.63636,50.16528,85,25,28.32827,0.13355,0.09791,0.76864,252,475.72727,132.63636,927,417.90909,275.90909,915.36364,256.18182,Literary
779,779,321.5,49.92061,25,10,22.77501,0.104,0.10238,0.79387,87,691.625,170.125,781.375,498,375.375,907.125,204.625,Detective and Mystery
780,780,144,35.79965,13,6,30.51975,0.165,0.08,0.75533,44,323.33333,128,789,463.66667,346.66667,731.66667,274.66667,Literary
781,781,190.11111,39.69329,49,10,33.89929,0.12822,0.09644,0.77511,142,465.77778,108.33333,772.33333,477.11111,339.55556,600.11111,230.88889,Western Stories
782,782,108,41.60542,13,3,18.22542,0.1755,0.0575,0.7675,35,223,191.5,899,407,331,967.5,238.5,Literary
783,783,286.75,31.67419,25,14,25.86181,0.14888,0.1035,0.7475,117,550.5,113.375,759.75,504.5,268.375,782.75,265,Western Stories
784,784,302.5,31.41423,29,7,23.83741,0.1244,0.0817,0.7937,120,630.9,131.5,735.2,543.3,261.3,830.4,248.3,Literary
785,785,315.71429,34.18943,23,4,22.85351,0.14143,0.07714,0.78143,80,611.57143,114.71429,814.57143,510.14286,244.14286,771.85714,241.14286,Literary
786,786,428.33333,53.94481,13,1,19.42755,0.132,0.13933,0.72867,33,671,220.66667,831,451.33333,344,1008.66667,231.33333,Western Stories
787,787,231.66667,44.10401,44,20,24.6263,0.14089,0.09333,0.76578,136,600.66667,168,778.77778,462.66667,385.11111,831.55556,208.55556,Detective and Mystery
788,788,224.5,44.84147,31,11,24.69936,0.1159,0.0808,0.8033,109,637.5,124.6,830.7,504.8,263.3,858.1,238.2,Detective and Mystery
789,789,82.28571,34.45305,39,15,26.58858,0.12271,0.09943,0.77771,156,372.57143,138.85714,685.28571,401,405.42857,670.42857,310.14286,Literary
790,790,62.85714,30.94583,24,13,26.95322,0.13971,0.09486,0.76571,81,268.14286,140.85714,736.42857,367.85714,382.85714,672.71429,321.57143,Literary
791,791,63.5,33.27041,14,5,22.52549,0.1745,0.063,0.7625,42,212,130.5,784,333.5,423,646.5,315,Literary
792,792,226.75,39.66686,19,11,23.8207,0.2145,0.08575,0.6995,50,289.25,151.75,817,402.75,372.25,897,305,Literary
793,793,289.125,49.36143,20,15,21.90324,0.13112,0.08738,0.7815,69,660,204.5,696.625,545.625,381.875,869.125,174.875,Detective and Mystery
794,794,244.75,48.05692,24,16,23.40481,0.131,0.09237,0.77663,88,661.75,176.125,745,554.125,401.625,869.25,152,Detective and Mystery
795,795,288.77778,50.82779,24,22,23.45556,0.15156,0.10378,0.74478,93,614.22222,164.88889,758.11111,513.11111,423.22222,945.77778,195.11111,Detective and Mystery
796,796,86.75,43.12982,28,6,23.96318,0.13388,0.085,0.78087,78,204.75,165.375,800.125,404.75,390.125,927,229,Literary
797,797,214.4,46.18244,14,9,22.76947,0.1605,0.0772,0.7623,47,469.8,140.6,754.3,461.6,320.3,614.8,298.4,Literary
798,798,281,60.74719,9,4,19.5,0.1366,0.0302,0.833,45,748.6,159.4,872.2,512.8,265.8,1094.2,180.4,Literary
799,799,198.2,43.76894,22,6,21.59704,0.1272,0.1012,0.7714,61,329.4,157,971.4,417.8,393.6,748.6,202.6,Detective and Mystery
800,800,266.125,54.44365,44,12,23.0075,0.07288,0.08262,0.84462,145,511.875,95.5,1065.125,362.375,285.5,700.75,197,Western Stories
801,801,180.47059,39.90476,56,40,35.91569,0.154,0.10024,0.74576,205,632.47059,147.94118,783.41176,470.29412,363.05882,757.11765,330.82353,Literary
802,802,131.53846,30.39423,64,46,30.51651,0.13865,0.07388,0.78742,317,615.73077,135.61538,673.46154,472.73077,361.88462,712.38462,238.80769,Love and Romance
803,803,283.4,42.39079,17,5,23.89387,0.1051,0.0976,0.7974,77,456.6,163.3,919.7,383.7,323,849.8,231.3,Detective and Mystery
804,804,131.77778,38.68611,68,36,27.67372,0.10733,0.10211,0.79033,227,523,138.22222,765.88889,463,345.66667,764,222.66667,Detective and Mystery
805,805,210.1,41.76844,39,31,24.53381,0.1352,0.0763,0.7886,160,493.9,156.2,691.8,484.6,457.8,775.3,252.8,Literary
806,806,121.29412,44.6976,14,3,20.985,0.13588,0.08241,0.78159,39,307,157.05882,857.76471,468.64706,391.58824,926.94118,270.76471,Literary
807,807,249.8125,51.51275,34,17,19.21286,0.11931,0.09806,0.78263,109,587.5,153.9375,951,411.1875,418.9375,941.5625,299.375,Literary
808,808,195,50.35365,33,8,27.83925,0.0945,0.0627,0.8427,116,437.4,119.1,923.9,501.2,278.5,717.1,247.8,Literary
809,809,155.66667,27.1076,47,18,30.54746,0.18017,0.07167,0.74833,175,512.33333,131.66667,687.83333,465.33333,350.83333,771.5,280.33333,Literary
810,810,203.11111,50.54145,14,16,21.36624,0.10478,0.095,0.80011,74,463.22222,141.11111,996.11111,314.55556,329.22222,792.66667,241.44444,Detective and Mystery
811,811,148.66667,43.49417,91,21,27.32233,0.1215,0.05633,0.82233,229,464.83333,136.5,679.33333,486.33333,345.33333,514.16667,176,Literary
812,812,180,42.27478,21,12,23.30333,0.1768,0.089,0.7342,82,358.8,151.2,821.2,494.4,339.8,875.6,379.2,Literary
813,813,185.61538,36.10156,53,33,30.50126,0.16031,0.097,0.74277,172,436.76923,152,804.30769,422.61538,342.76923,706.38462,264.61538,Literary
814,814,90.33333,36.32939,28,16,28.96518,0.13167,0.101,0.76733,89,314.33333,152.66667,668.33333,501.83333,335,720.5,294,Literary
