,FileID,paragraphCount,Readability,male,female,TypeTokenRatio,sentimentpos,sentimentneg,sentimentneu,Names,Setting,tensefuture,tensepast,tensepresent,Coordinatingconjunction,PersonalPronoun,PossessivePronoun,Genre
438,438,194.125,35.04433,103,34,31.12827,0.14956,0.07644,0.77406,378,835.625,140.1875,659.0625,482.5625,328.125,644.75,218.125,Literary
439,439,198.375,34.03434,53,22,28.86938,0.12287,0.09706,0.78013,206,656.875,161.9375,755.625,442.375,321.25,692.125,248.75,Literary
440,440,167.8,45.61835,15,7,25.20831,0.1232,0.0732,0.804,70,73.2,145.6,884,406,319,734.4,185.2,Literary
441,441,306.6,41.73999,22,16,25.72034,0.13467,0.08613,0.77887,107,527.33333,90.26667,934.86667,390.53333,315.8,754.66667,301.4,Literary
442,442,189,48.94341,110,30,33.24124,0.11729,0.09171,0.791,313,653.85714,129.14286,740.85714,445.28571,299.28571,703.85714,188,Western Stories
443,443,172.66667,33.01324,95,28,31.83857,0.13894,0.09917,0.762,363,750.38889,157.61111,656.72222,491.94444,362.61111,750.38889,222.66667,Literary
444,444,220.33333,37.2251,49,8,25.65998,0.15358,0.08992,0.75642,118,665.5,172.25,825.33333,563.91667,265.83333,987.75,267.5,Literary
445,445,192.25,42.30286,110,49,27.57117,0.1285,0.07775,0.79387,499,946.95833,184.83333,680.70833,501.04167,368.33333,931.54167,225.08333,Literary
446,446,201.07692,50.6308,48,48,24.28733,0.12108,0.11531,0.76362,198,534.07692,134.07692,729.07692,475.23077,389.38462,816,290.15385,Literary
447,447,121.33333,39.65564,9,3,22.88796,0.12433,0.09,0.78567,22,292.33333,133,835,490.66667,366,859.33333,272,Detective and Mystery
448,448,147.46667,56.0033,51,21,24.06578,0.10913,0.07653,0.81427,145,515.86667,164.2,858.4,540.53333,397.2,1038.46667,269.73333,Literary
449,449,139.44444,39.53835,31,9,29.66818,0.14522,0.07533,0.77956,99,364,133.11111,879.88889,362.77778,342.22222,813.11111,315.33333,Literary
450,450,187.28571,42.66793,35,7,30.49676,0.11029,0.08986,0.79971,106,400.28571,134.85714,964.28571,362.71429,301.28571,721.14286,264.14286,Literary
451,451,263.9,52.62827,33,21,23.28,0.1298,0.0838,0.7863,125,667.4,119.1,843.6,534.5,326.4,1141.6,227.7,Literary
452,452,179.77778,38.98211,28,14,28.21974,0.133,0.07489,0.79211,110,239.22222,105,732.88889,424.88889,323.33333,582,281.22222,Literary
453,453,219.8,44.89111,22,12,31.87549,0.0993,0.0911,0.8096,100,401.9,124.4,976.5,340.1,329.7,799.5,336.7,Literary
454,454,203.875,45.52118,11,4,27.60656,0.134,0.13988,0.72562,25,36,151.25,904.625,291.875,416.875,702,298.75,Allegories
455,455,161.4,45.77776,28,17,24.95405,0.1029,0.0554,0.8419,105,393.1,146.3,733.6,437.4,320.5,683.8,242.8,Literary
456,456,104.5,27.59856,65,15,24.91173,0.14475,0.12275,0.7325,236,403.5,128.25,907.5,337,331.25,669.25,457.5,Literary
457,457,233.22222,42.95093,22,15,21.42135,0.184,0.10844,0.70767,88,496.44444,204.88889,878.33333,392,297,935.66667,294.44444,Literary
458,458,145.83333,43.39214,13,11,21.88975,0.12642,0.085,0.78867,88,387.16667,157.66667,921.16667,340.66667,369.41667,865.91667,244,Literary
459,459,249.81818,46.80338,30,9,23.06693,0.11609,0.06718,0.81645,89,635.72727,128.63636,819,554.09091,252.81818,1019.18182,308.72727,Detective and Mystery
460,460,237.375,55.15019,41,5,21.67892,0.06975,0.05413,0.87612,107,684,123.25,907.25,505.25,242,814.375,197,Detective and Mystery
461,461,233,39.17145,38,15,29.07199,0.13155,0.08282,0.78555,163,801.36364,126.36364,781.54545,510.63636,241.27273,737.90909,247,Literary
462,462,278.44444,49.57794,23,15,23.18183,0.14678,0.09578,0.75744,134,792.66667,139,728.55556,533.66667,340.11111,788.66667,321.11111,Literary
463,463,255.94118,43.98432,57,32,24.09134,0.13506,0.10671,0.75824,193,720.47059,144,828.05882,455.41176,376.76471,806.82353,287.52941,Literary
464,464,204.38462,38.73918,30,25,24.46403,0.10938,0.10485,0.78569,144,558.07692,153.69231,821.69231,447.07692,384.61538,737.76923,260,Literary
466,466,248.63636,50.9069,21,19,22.44833,0.12782,0.07745,0.79473,79,456.54545,159.09091,957.36364,478.18182,326.45455,1043.90909,238.72727,Literary
467,467,310,52.41505,27,16,19.40794,0.1492,0.1178,0.7326,65,668.6,259.3,766.2,554.1,348,1109.1,263.7,Literary
468,468,163.3,42.57025,35,16,26.90044,0.1082,0.0662,0.8255,101,298.7,115.6,945.4,340.2,446.8,650.4,201.1,Literary
469,469,270.06667,48.71752,35,14,23.23516,0.13173,0.111,0.75713,106,674,149.2,772.8,503.2,371.4,851.13333,253.2,Literary
470,470,338.44444,50.72283,29,18,21.33051,0.12672,0.11289,0.76061,112,800.16667,158.88889,761.38889,492.72222,350.66667,834.94444,252.5,Literary
471,471,307.9375,51.69013,25,10,22.5841,0.13331,0.13219,0.73444,105,719,156.0625,786.125,481.125,367.9375,826,234.9375,Literary
472,472,287.4,44.63027,24,19,27.58325,0.1268,0.0963,0.7769,108,558.4,149.5,798.4,460.3,260.5,808,236.6,Detective and Mystery
473,473,258,45.43409,42,23,29.05109,0.11036,0.09218,0.79764,130,585.90909,103.36364,993.81818,407.45455,358.45455,856.90909,311.27273,Literary
474,474,229.58333,46.72446,24,11,23.83011,0.12058,0.0995,0.77975,67,512.5,200.83333,983.08333,525.58333,346.33333,948.5,192.16667,Literary
475,475,160.88889,32.88122,55,30,29.67496,0.11217,0.10361,0.78428,199,512.16667,136.33333,400.72222,844.88889,286.33333,840.83333,300.11111,Literary
476,476,230.55556,47.27927,31,20,23.97482,0.15322,0.08678,0.76011,108,688.33333,150.88889,671.77778,553.55556,370.55556,782.33333,233.22222,Literary
477,477,222.88235,48.21297,31,23,24.51179,0.12718,0.11741,0.75547,133,456.41176,127.52941,858.23529,388.05882,346.58824,657.23529,305.05882,Literary
478,478,258.58333,54.14378,57,13,24.86049,0.09092,0.07075,0.83842,196,704.08333,157.08333,797.33333,471,199,735.83333,175.16667,Western Stories
479,479,227,42.49881,34,17,29.28391,0.13045,0.09727,0.77236,118,618.63636,118.54545,891.27273,427,232.81818,790.45455,279,Literary
480,480,197.6,52.91312,30,17,21.60524,0.1354,0.0752,0.789,79,520.6,221.8,835.6,474.8,306.8,913.4,245.2,Literary
481,481,143.83333,34.55448,85,57,26.66178,0.14671,0.0865,0.76658,318,571.29167,130.54167,797.41667,397.79167,350.16667,659.79167,270.29167,Literary
482,482,131.71429,29.93251,30,18,25.8494,0.13457,0.07029,0.795,125,372.42857,168.42857,878.57143,370.57143,340.71429,715.57143,256.14286,Literary
483,483,311.625,52.05719,29,10,21.94568,0.14669,0.11469,0.7385,105,695.75,160.5625,758.5,502.8125,372.6875,849.5625,240.375,Literary
484,484,88.38462,29.2461,89,52,32.79408,0.15115,0.10792,0.74092,322,454.07692,165.92308,762.69231,411.84615,375.69231,658.53846,264.76923,Literary
485,485,99.75,33.76958,21,10,32.91543,0.16138,0.0795,0.7595,73,249.125,113.875,724.5,385.125,403.625,647.5,272.5,Ghost and Horror
486,486,178.8,46.02477,59,26,24.65066,0.1455,0.0787,0.7759,191,567.4,169.7,748.6,440.4,464.1,793.6,254.7,Love and Romance
487,487,84.75,17.9689,20,20,24.83894,0.138,0.11125,0.751,73,218.75,138,987.75,291.75,372.5,704.75,474.5,Literary
488,488,191.88889,35.15293,37,15,24.38496,0.13089,0.062,0.80711,146,512.55556,178.88889,763.11111,451,349.88889,736.88889,253.88889,Literary
489,489,111.5,30.35187,30,27,24.65176,0.1283,0.0901,0.7815,154,475.6,202.4,742.2,448.2,341.4,798.1,284.8,Literary
490,490,139.90909,31.2291,39,22,24.40227,0.11582,0.09927,0.78509,176,400.63636,194,855.81818,355.90909,351.18182,721.54545,257.54545,Literary
491,491,81,38.89792,6,8,22.13115,0.21,0.073,0.717,20,74,117,594,463,486,714,290,Literary
492,492,312.41667,47.50147,30,11,22.56863,0.10283,0.1045,0.79267,105,712.08333,143.08333,829.16667,459.66667,400.41667,740,218,Literary
493,493,328,50.97974,15,4,21.22532,0.14178,0.11244,0.74578,50,707.11111,148,736.22222,523.11111,352.22222,817.66667,242.88889,Detective and Mystery
494,494,297.33333,56.51065,69,48,28.82567,0.14542,0.0825,0.77192,256,736,112.41667,803.66667,430.41667,273.83333,792.91667,303.25,Literary
495,495,192.09091,43.41858,26,17,24.30992,0.10145,0.08873,0.80973,89,362.90909,133.72727,944.18182,401.09091,327,877.45455,295.63636,Detective and Mystery
496,496,142.85714,50.4138,21,9,22.45227,0.12343,0.06986,0.807,77,78.14286,171.57143,678,522.14286,318.71429,736,210.85714,Literary
497,497,156.43478,36.64444,82,50,25.81077,0.14543,0.07726,0.77726,293,604.17391,148.34783,759.69565,444.86957,338.26087,733.91304,256.65217,Literary
498,498,193.78571,37.69883,66,26,23.2491,0.143,0.07864,0.77836,172,484.35714,135.92857,783.57143,385,374.21429,637.21429,339.57143,Literary
499,499,199.44444,54.0704,40,15,20.67213,0.11956,0.10633,0.77378,122,670.88889,196.22222,896.88889,497.22222,291,968.77778,234.88889,Detective and Mystery
500,500,87,22.12447,29,5,26.50694,0.1522,0.088,0.7598,52,222.6,127.2,921.2,312.4,401.6,637.4,351.2,Literary
501,501,30,23.58242,14,11,24.30803,0.1634,0.0712,0.7652,65,263.4,172,855,381.2,401.6,698.6,294.6,Literary
502,502,110,26.14726,18,11,24.45539,0.132,0.10975,0.75825,65,217.25,139.5,908.5,318.5,409,703.25,360,Literary
503,503,398.57143,56.40545,20,8,22.80016,0.08857,0.08857,0.82271,60,467.42857,156.57143,900,419.57143,272.28571,856.85714,224.85714,Detective and Mystery
504,504,186.66667,38.58241,22,10,24.12754,0.07833,0.098,0.82367,83,389.5,135.33333,888.5,420.33333,269.83333,715.83333,232.66667,Detective and Mystery
505,505,124.25,29.58863,19,11,24.38405,0.187,0.094,0.71875,70,367,160.25,872,367.25,390,732.75,302,Literary
506,506,204.2,39.05939,23,13,27.06767,0.1128,0.0996,0.7874,103,421.6,112.2,777.2,455.4,329.4,741,327.8,Literary
507,507,155,41.24849,15,9,25.96,0.122,0.08333,0.79433,47,276.33333,118.66667,973,356.66667,382.33333,809.33333,284.33333,Detective and Mystery
508,508,102.125,47.15638,40,7,24.215,0.12762,0.08762,0.78487,97,458.25,151.25,732.5,496.875,339,904.125,208.25,Literary
509,509,84.6,18.94363,15,10,26.86234,0.1132,0.0984,0.7882,52,198.8,165.4,860,375.8,296.2,584.6,282.4,Literary
510,510,84.75,15.21514,5,7,28.56137,0.111,0.11925,0.76975,29,113.75,128.5,939.25,271.5,298.25,435,265.75,Literary
511,511,157.72727,43.46325,43,39,25.99743,0.13027,0.08255,0.78718,167,532.72727,135.27273,798.90909,466.45455,302.45455,793.45455,296,Literary
512,512,187,49.05643,28,7,27.25409,0.08071,0.08886,0.83071,92,371.85714,105,914.14286,402.71429,303.71429,694.71429,193.14286,Western Stories
513,513,161,52.82218,19,8,25.28,0.13075,0.0925,0.7765,68,301.75,135.75,891.75,346.25,388.75,760,330.75,Literary
514,514,210.09091,50.64944,29,17,23.54557,0.10573,0.10455,0.79,107,661.18182,162.90909,935.27273,413.72727,341.45455,775.90909,266.81818,Detective and Mystery
515,515,253.77778,47.42367,55,21,26.00114,0.13756,0.07467,0.78778,196,716.77778,168.66667,742.33333,477.11111,344.66667,697.77778,243.44444,Literary
516,516,269.875,45.57903,29,6,24.19589,0.11587,0.13088,0.7535,78,571,194.875,878,532.375,247.25,1029.875,329.625,Detective and Mystery
517,517,193.27273,37.66216,41,23,29.18752,0.107,0.06509,0.82782,201,405.27273,128.45455,870.27273,351.63636,274.54545,657.27273,252.63636,Literary
518,518,283.11111,52.06667,75,60,25.11699,0.13478,0.10311,0.762,301,780.44444,162.33333,871,431.88889,259.22222,750.44444,247.66667,Literary
519,519,330.57143,45.73957,47,18,28.21201,0.13307,0.07593,0.79071,204,786.5,120.78571,697,639,346.14286,994.35714,240.92857,Literary
520,520,297.75,47.19791,29,21,22.70455,0.12588,0.09725,0.77663,100,730.625,193,688.875,565.75,393.75,894,197.125,Detective and Mystery
521,521,158.42857,29.70859,19,17,23.52522,0.13986,0.10214,0.75786,84,336.85714,158,936.42857,381.28571,457.28571,1005.42857,396.28571,Literary
522,522,180.625,41.78758,67,19,27.43842,0.13312,0.07906,0.788,259,657.75,192.4375,685.3125,514,337.5,946.625,263.875,Literary
523,523,186,43.75283,43,13,26.69506,0.11736,0.104,0.77864,183,604.90909,211.54545,666.63636,545.90909,345.45455,993.09091,236,Literary
524,524,220.5,49.29211,38,12,23.05582,0.12275,0.06788,0.8095,118,547.25,149.375,792.25,435.75,426,767.75,237.625,Detective and Mystery
525,525,182.75,45.45837,20,8,29.07899,0.141,0.0655,0.79325,54,63.5,155.25,794.25,463.25,337.5,756.75,260.75,Literary
526,526,147.81818,45.72993,40,15,30.99235,0.08945,0.09518,0.81555,137,406.45455,108.09091,1022.36364,333.54545,305.54545,737.45455,278.90909,Literary
527,527,144.77778,45.66653,55,26,25.89635,0.13289,0.09367,0.77322,177,443.33333,208.33333,791.88889,392.88889,320.55556,827.33333,290.22222,Literary
528,528,172.45455,44.55001,91,27,25.52733,0.14327,0.09327,0.76355,245,608.90909,176.45455,798.63636,452,462.63636,852.54545,286.36364,Love and Romance
529,529,246.9,42.55646,34,15,24.68611,0.1025,0.0734,0.8243,110,718.5,144,777.5,572.2,242.6,991.6,297.5,Detective and Mystery
530,530,124.05882,30.05361,35,14,26.94555,0.09059,0.09841,0.81082,132,391.58824,115.29412,832.05882,416.52941,446.05882,597.64706,252.35294,Literary
531,531,159,39.76931,37,19,23.89403,0.12862,0.094,0.777,117,315.5,132.5,810.25,479.5,482.125,849,260.625,Literary
532,532,216.8,45.09144,63,34,26.22012,0.1506,0.11233,0.73713,236,729.4,159.73333,312.6,924.6,345.93333,850.53333,293.2,Literary
533,533,158.83333,42.83554,21,11,24.43667,0.112,0.10067,0.78733,65,297.83333,134.16667,994.5,368.33333,359.5,883.5,297.66667,Detective and Mystery
534,534,176.71429,42.5147,33,18,27.89931,0.14429,0.07843,0.77757,126,449.28571,139.85714,740.14286,440.28571,375.85714,669.14286,280.42857,Literary
535,535,147.42857,41.69162,40,26,27.60461,0.126,0.07714,0.797,146,447.85714,148.14286,745,449.85714,377.28571,700.71429,287,Literary
536,536,140.75,42.76194,23,15,26.58993,0.11475,0.09225,0.793,102,386.625,155.625,841.25,422.625,356.375,786.875,292.375,Literary
537,537,48,32.2836,56,21,32.74026,0.12567,0.078,0.79633,197,318.66667,138,512,578,414.66667,745.33333,209.33333,Literary
538,538,82.69231,32.12856,89,33,32.25536,0.13092,0.07931,0.78992,345,515.38462,159.69231,521.46154,559.46154,411.84615,766.38462,234.30769,Literary
539,539,194.47059,38.95125,48,19,22.97675,0.10847,0.095,0.79653,130,323.05882,163.05882,992.70588,372.52941,300.52941,815.35294,271.76471,Sea and Adventure
540,540,212.21429,43.76041,45,31,25.56224,0.14507,0.11393,0.741,175,554.57143,166.78571,712.5,483.42857,347.07143,776,292.85714,Detective and Mystery
541,541,178.66667,53.78846,28,13,23.21,0.088,0.07911,0.833,95,360.44444,152.22222,980.66667,431,363.88889,969.33333,228.33333,Detective and Mystery
542,542,133.2,44.69617,45,12,28.44752,0.134,0.0604,0.8052,113,340,104.8,775,415.4,274.2,722.8,271.4,Literary
543,543,87.71429,38.01167,29,4,28.80411,0.097,0.08886,0.81429,109,289.57143,127.28571,866.85714,424.85714,480.85714,786.71429,186.28571,Ghost and Horror
544,544,329.30769,52.98848,39,21,22.63684,0.14815,0.08738,0.76446,151,700.69231,155.30769,866.53846,476.23077,399.15385,896.61538,262.07692,Literary
545,545,342.16667,50.70002,29,19,21.3916,0.12894,0.09967,0.77144,116,807.61111,159.5,760.33333,493.27778,350.94444,835.61111,253.05556,Literary
546,546,118.46154,26.40254,17,6,25.88996,0.11185,0.05415,0.83408,48,173.69231,134.46154,826.07692,377.15385,400.84615,738.84615,248.69231,Sea and Adventure
547,547,133.77778,37.83924,23,19,26.36348,0.10178,0.10056,0.79733,89,407.11111,160.77778,810,456,301.22222,538.66667,302.11111,Literary
548,548,167.66667,40.12247,35,19,28.3178,0.11853,0.09927,0.78227,126,133.46667,152.53333,368.73333,841.4,313.4,779.86667,322.13333,Literary
549,549,276.27273,40.49383,89,21,27.93633,0.10055,0.09109,0.80855,265,837.36364,108.90909,902.45455,430,356.36364,511.72727,235.27273,Literary
550,550,246.84615,47.79072,35,16,23.55021,0.13192,0.08046,0.78777,130,667.23077,157.23077,894.15385,510.15385,268.46154,1011.07692,278.69231,Detective and Mystery
551,551,61.42857,19.13638,57,36,31.59138,0.15164,0.07971,0.76879,267,367.14286,93.28571,625.5,316.42857,430.92857,451.35714,244.78571,Literary
552,552,185.88889,50.00542,18,9,25.49172,0.12067,0.09422,0.78478,68,436.77778,146.55556,824.77778,429.11111,297.66667,829.88889,222.22222,Literary
553,553,291.33333,38.26562,33,13,26.89,0.13567,0.1005,0.76367,99,578.5,129.83333,818.33333,475.83333,290,845.83333,266.16667,Literary
554,554,145.5,40.52892,52,36,24.96853,0.15,0.09771,0.7525,162,499,197.07143,806.07143,466.21429,369.28571,778.85714,342.78571,Literary
555,555,105.2,18.80158,17,11,28.33583,0.1374,0.0722,0.7902,52,207.4,140.2,843,365.4,328.2,552.4,267,Literary
556,556,146.5,56.2419,43,5,22.76477,0.12493,0.0795,0.79571,94,468.92857,190,843.35714,581.35714,314.92857,1141.14286,265.35714,Literary
557,557,153.57143,56.89286,54,12,23.6231,0.13329,0.09686,0.76986,150,469.71429,161.42857,783.28571,511.14286,324.85714,1052.57143,220.85714,Humorous and Wit and Satire
558,558,222.83333,52.61242,9,3,19.26104,0.08317,0.06117,0.85567,27,360.66667,158.33333,949.5,417.5,396.66667,806.83333,183,Detective and Mystery
559,559,188.16667,48.88512,53,13,21.83939,0.09017,0.08308,0.82683,136,500.08333,183.58333,848,500.91667,270.58333,886.91667,212.66667,Detective and Mystery
560,560,174.81818,39.69031,28,13,27.46193,0.08436,0.09091,0.82482,132,384,168.90909,826.54545,408.18182,266.36364,665.90909,276.63636,Literary
561,561,300.21429,41.89239,58,32,28.63733,0.1105,0.07264,0.817,243,587.14286,146.64286,821.71429,451.07143,260.28571,728.92857,251.28571,Literary
562,562,185.26667,42.05962,16,14,24.06798,0.1442,0.11353,0.74233,75,346.33333,107.4,877.6,370.4,349.13333,602.8,358.53333,Literary
563,563,176.07143,37.4294,70,40,33.33709,0.14964,0.08879,0.76164,278,514.57143,151.57143,753.5,441.5,381,746.78571,340.64286,Literary
564,564,72.66667,25.12243,58,15,31.94289,0.12058,0.07208,0.80708,206,295.58333,130.08333,577,376.08333,400.16667,488.08333,257.41667,Literary
565,565,67.66667,27.36554,57,31,30.23795,0.1315,0.08858,0.78017,222,335.25,115,602.33333,386,375.41667,464.91667,263.58333,Literary
566,566,268.80952,55.20019,51,24,21.16801,0.14719,0.07152,0.78133,153,702.57143,196.57143,768.38095,483,404.90476,866.61905,226.7619,Love and Romance
567,567,352.125,41.41911,25,13,19.13818,0.13762,0.0755,0.7865,100,800.375,146.125,667,676.375,297.75,1005.25,194.125,Literary
568,568,123,48.01864,18,3,28.50667,0.12429,0.10571,0.77,42,192.71429,107.42857,1045.28571,222,243.14286,636.85714,293.28571,Literary
569,569,307.22222,45.89772,117,51,25.37788,0.13167,0.08211,0.78644,360,880.66667,116.44444,908.77778,430.44444,293.55556,834.88889,240.11111,Detective and Mystery
570,570,55.21429,24.35845,41,22,31.5582,0.12986,0.07471,0.79557,227,287.64286,140.5,560.21429,403.71429,415,525.92857,280.07143,Literary
571,571,255.61538,39.86927,36,29,29.36447,0.13838,0.10738,0.754,185,533.38462,137.61538,715.23077,464.76923,344.61538,753.53846,362.69231,Literary
572,572,149,45.39973,22,19,24.55053,0.1592,0.0778,0.7628,81,319.2,156.2,508.6,741.8,299.8,651.8,290.4,Literary
573,573,303.92308,44.04327,36,11,25.53559,0.11,0.09285,0.79715,117,621.53846,131.46154,577.84615,652.15385,356.84615,747.69231,295.69231,Detective and Mystery
574,574,210.86667,48.85496,12,14,22.5131,0.1498,0.11147,0.73873,52,339.93333,140.93333,923.46667,437.13333,347.33333,882.13333,325.66667,Literary
575,575,201.85714,52.33187,32,18,22.05714,0.12214,0.08757,0.79014,91,490.57143,128.71429,887.28571,387.14286,388.28571,819.85714,219.71429,Literary
576,576,67.33333,27.72629,48,32,28.44257,0.14187,0.10353,0.75473,251,467.4,95.26667,721.66667,329.93333,410.2,563.6,243.46667,Literary
577,577,144.91667,44.42531,56,33,35.64936,0.16742,0.074,0.75892,197,455.41667,140.08333,787.08333,409.5,347.25,709.75,371.08333,Literary
578,578,205.33333,41.23416,23,5,26.40267,0.14767,0.0945,0.75783,80,538.83333,173.33333,779.33333,521.16667,366.83333,1085.16667,326.83333,Literary
579,579,342.33333,48.67423,17,8,22.28603,0.12133,0.07867,0.8,78,783.16667,108.83333,913.66667,478,281.66667,891,221.5,Literary
580,580,182.5,44.84607,23,8,27.72227,0.115,0.07175,0.81325,93,450.08333,158.83333,810.91667,451.58333,334,766.08333,190.91667,Sea and Adventure
581,581,161.41667,42.26175,26,10,30.36082,0.11408,0.094,0.79225,137,461,143.08333,714.08333,474.58333,316.83333,686.25,209.41667,Literary
582,582,190.22222,35.81033,53,42,27.02215,0.12133,0.10267,0.77578,184,409.44444,116.88889,837.11111,327.33333,433.22222,626,281.44444,Literary
583,583,265.45455,42.65303,44,20,22.87321,0.14209,0.10595,0.75191,134,689.5,157.77273,781.90909,509.18182,377,813.45455,268.18182,Literary
584,584,208.7,46.01563,17,13,22.76762,0.1334,0.1138,0.7527,80,434.2,168.4,899.4,459,404.1,984.5,293.5,Detective and Mystery
585,585,139.6,35.85185,42,22,20.75063,0.11967,0.09173,0.7886,133,341.86667,144.46667,869.53333,414.4,467.8,759.26667,211.86667,Literary
586,586,167.85714,37.90968,41,8,26.93205,0.10329,0.09471,0.802,113,347.28571,166.28571,844.14286,442.71429,310.42857,940.57143,288.57143,Sea and Adventure
587,587,216.75,53.5103,56,39,22.11489,0.1665,0.06817,0.76533,184,555.33333,179,746.25,494.25,314.58333,951.16667,289.16667,Literary
588,588,203.33333,43.84065,39,11,25.42435,0.09756,0.08889,0.81356,112,327.33333,101.55556,1078.22222,380,332.11111,792.22222,258.22222,Western Stories
589,589,139.58333,42.85344,31,16,27.14977,0.14542,0.08067,0.77375,101,363,133.33333,873.5,416.91667,296.16667,807.33333,245.33333,Literary
590,590,222.28571,44.39317,21,9,28.8875,0.09357,0.08443,0.82171,82,527.85714,145.57143,828.14286,414.14286,343.14286,847.28571,225.14286,Detective and Mystery
591,591,110.6,49.81443,18,10,24.54298,0.1716,0.0906,0.7378,51,316.6,154.6,759.2,474.6,378.4,864.2,292.8,Literary
592,592,208.07692,51.11869,32,35,26.29915,0.10631,0.07508,0.81892,148,454.69231,192.84615,834.69231,452.30769,292.53846,914.69231,231.84615,Literary
593,593,292.375,49.48049,84,36,29.87196,0.09275,0.08162,0.82575,328,892.875,115.75,839.125,398,272.25,722.625,232.25,Humorous and Wit and Satire
594,594,72,39.76698,11,5,20.46593,0.078,0.095,0.827,35,131,71,910,252,374,591,193,Literary
595,595,105.25,42.07971,15,14,21.80889,0.114,0.08925,0.7965,56,195.25,154.75,872.5,443.25,557.5,956.5,292,Literary
596,596,172.83333,40.40956,22,16,23.3219,0.1435,0.0855,0.77117,65,386.5,155.5,975.83333,403.66667,396.83333,882.16667,306.83333,Literary
597,597,151.25,49.54585,28,12,26.84491,0.08275,0.07237,0.84463,104,351.125,144.5,911.75,419.5,362.875,958.75,238.875,Literary
598,598,173.3,44.07674,25,5,27.4457,0.083,0.0932,0.8238,74,364.7,127,1020.5,387.2,307.5,731.9,242.7,Detective and Mystery
599,599,137.45455,48.63924,50,22,25.36746,0.12264,0.06591,0.81145,179,469.72727,117.81818,876.81818,417.90909,362.81818,803.72727,285.72727,Literary
600,600,267.66667,49.81556,43,26,27.0917,0.15722,0.069,0.77378,130,555.22222,122.22222,801.88889,486.88889,369.66667,971,264.55556,Love and Romance
601,601,188.5,50.5976,53,32,26.17027,0.1227,0.0955,0.7819,211,505.7,158.3,985.2,385.3,372,894.4,257.7,Literary
602,602,286.95,47.86909,101,52,28.37296,0.1265,0.08405,0.7896,383,950.1,132.65,802.4,487.4,301.95,783.55,243.15,Literary
603,603,84,47.20234,7,2,25.07867,0.129,0.043,0.827,30,146,104,648,190,194,514,200,Literary
604,604,173.33333,50.09236,54,21,26.13979,0.137,0.05483,0.80833,153,514,172.83333,769.16667,460.16667,402.83333,886.5,276.66667,Literary
605,605,154.875,44.15949,19,5,27.19868,0.09912,0.097,0.80375,54,320.125,114.375,1023.75,395.125,336,721.375,278.875,Detective and Mystery
606,606,187.85714,49.65947,24,12,26.04829,0.10343,0.09271,0.80357,97,387.57143,150.28571,951.57143,392.42857,349,1006.42857,257.28571,Literary
607,607,170,32.95297,20,16,25.84331,0.14875,0.08837,0.763,75,350.875,156.75,950.625,383.125,376.75,917.25,320.75,Literary
608,608,188.23529,51.5152,97,31,26.1824,0.11876,0.07488,0.80641,341,607.11765,136.11765,978.29412,275.47059,296.52941,726.52941,190.70588,Literary
609,609,222.57143,49.12989,42,12,25.1623,0.117,0.09171,0.79129,128,418.42857,122.71429,750.71429,453.71429,491,646.85714,191.71429,Literary
610,610,171.88889,41.87597,45,8,29.85493,0.12078,0.07944,0.79967,104,107.33333,123.55556,884.66667,323.22222,475.66667,501.22222,277.66667,Literary
611,611,219.58333,44.01389,70,31,31.03726,0.13683,0.09442,0.76883,251,641.66667,150.25,790.25,506.83333,325,1033.08333,287,Humorous and Wit and Satire
612,612,131.83333,36.48609,30,13,29.17743,0.13767,0.08333,0.77867,74,77.33333,137.66667,797.16667,361,360,749,292.83333,Literary
613,613,131.66667,38.29593,26,9,27.41171,0.14783,0.10067,0.75167,76,81.33333,128.5,865.5,397.66667,363.66667,816.83333,303.16667,Literary
614,614,155.54545,50.45153,31,14,25.84434,0.11164,0.07409,0.81427,139,504.90909,116.36364,870.63636,465.18182,333.63636,865.63636,303.63636,Literary
615,615,237.91667,40.85252,71,35,30.3793,0.12733,0.06417,0.80833,252,687.83333,122.58333,819.91667,457.16667,327.75,709.83333,216.58333,Literary
616,616,109.2,44.50841,46,7,25.382,0.1269,0.08,0.7934,109,408.4,140,664.8,544.1,343.2,787.7,182.5,Literary
617,617,167.72727,44.64349,40,19,26.48333,0.12536,0.10345,0.77109,115,319.36364,105,1084.27273,362.27273,320.54545,858.63636,339.81818,Literary
618,618,239,54.46615,26,12,21.7394,0.1005,0.06733,0.83183,93,578.5,157.66667,866,487.16667,324.33333,958.16667,248,Literary
619,619,230.83333,55.53947,28,16,20.9855,0.0825,0.10233,0.815,101,576.5,196,913,463.5,329.16667,1025,236,Literary
620,620,63,55.11328,7,2,25.47548,0.082,0.099,0.82,17,137,90,364,208,114,486,86,Literary
621,621,167.7,46.68872,29,12,25.47524,0.096,0.0722,0.8319,109,471.9,109.3,1028.1,292.2,380,816.6,277.1,Literary
623,623,191,49.36243,31,13,24.46966,0.10954,0.08038,0.80992,147,512.69231,134.69231,986.23077,332.38462,338.69231,868.30769,304.84615,Literary
624,624,282,47.94787,44,15,28.64574,0.1064,0.085,0.8084,151,682.2,138.2,924.4,426.4,324.4,848.6,239.6,Literary
625,625,138,33.40119,6,5,21.74565,0.138,0.094,0.768,20,293,170.5,1031.5,433.5,185.5,719.5,251,Literary
